,Unnamed: 0,films,status,tagline,pg_val,original_language,production_companies,spoken_languages
14652,14652,Trog,Released,From a million years back...Horror explodes into today!,F,en,"Herman Cohen Productions, Warner Bros. Pictures",English
14653,14653,How I Won the War,Released,"""There's been some marvelous advances in surgery, thanks to war!""",False,en,Petersham Pictures,English
14654,14654,Snake Eater,Released,"As dirty as Dirty Harry, as dangerous as Deliverance",False,en,Cinépix Film Properties (CFP),"English, Spanish"
14655,14655,Americano,Released,Americano,False,fr,"Les Films de L'Autre, Ciné-Tamaris, Ciné+, MEDIA Programme of the European Union, Fondation Groupama Gan pour le Cinéma, Région des Pays-de-la-Loire, CNC, Canal+, ARTE France Cinéma","English, French, Spanish"
14656,14656,The Last Remake of Beau Geste,Released,The Last Remake of Beau Geste,False,en,Universal Pictures,English
14657,14657,Captive Wild Woman,Released,STRANGEST OF SIGHTS... The brain of an animal... the form of a woman!,F,en,Universal Pictures,English
14658,14658,The Colossus of New York,Released,Towering above the skyline ~ an indestructible creature whose eyes rain death and destruction!,F,en,Paramount,English
14659,14659,Madame X,Released,There was always a man... never a name!,F,en,"Universal Pictures, Ross Hunter Productions","English, French, Spanish"
14660,14660,Enhanced,Released,The hunter becomes the hunted,F,en,JP Action Film,English
14661,14661,Dragon Soldiers,Released,Hell came from above.,False,en,Photonic Media,English
14662,14662,Dracula: The Dark Prince,Released,The Battle Heaven and Earth is Eternal,F,en,"Castel Film, Crystal Sky Pictures","English, Romanian"
14663,14663,Anita,Released,Anita,F,es,"INCAA, Shazam S.A.","Hebrew, Spanish, Mandarin"
14664,14664,Game,Released,It's Not Over Till Its Over,F,hi,"Excel Entertainment, Eros International",Hindi
14665,14665,Wicked Stepmother,Released,Which Witch is which?,False,en,"Larco Productions, Metro-Goldwyn-Mayer",English
14666,14666,The Unicorn,Released,The Unicorn,False,en,Beachwood Park Films,English
14667,14667,The Black Castle,Released,Terror Stalks Its Turreted Battlements... and Horror Crawls the Catacombs Beneath!,False,en,"Universal International Pictures, Universal Pictures",English
14668,14668,Thunder Bay,Released,"The Brawling, Mauling Story of the Biggest Bonanza of Them All !",False,en,Universal International Pictures,English
14669,14669,Mobile Homes,Released,How far would you go to find home?,F,en,"Madeleine Films, Lithium Studios, Incognito Films",English
14670,14670,Dick Figures: The Movie,Released,Red and Blue and Awesome All Over!,False,en,"Mondo Media, Six Point Harness, Remochoso","French, English, Japanese"
14671,14671,America 3000,Released,Back to the beginning,F,en,"Cannon Group, Golan-Globus Productions",English
14672,14672,London Road,Released,London Road,False,en,"Cuba Pictures, BBC Film",English
14673,14673,McVicar,Released,Sentenced to 23 years-and he won't accept one day of it,False,en,"The Who Films, Polytel, Crown International Pictures",
14674,14674,Tomorrow Is Forever,Released,"The Vibrant, Pulsing Story of a Woman Escaping Her Past!",F,en,International Pictures (I),"German, English"
14675,14675,The Incredible 2-Headed Transplant,Released,Two heads crafted on the body of a giant... The most fearsome living force ever created by man.,False,en,"Mutual General Corp., Harlequin Pictures, American International Pictures",English
14676,14676,Sirocco,Released,"BEYOND CASABLANCA... Fate, in a Low-cut Gown, Lies in Wait for Bogart!",False,en,"Santana Pictures Corporation, Columbia Pictures","Arabic, English"
14677,14677,Potter's Ground,Released,Some secrets are best kept buried.,F,en,"One Bandit Productions, The Artists Playground, ITN Distribution",English
14678,14678,Die Geschichte der Menschheit - leicht gekürzt,Released,Die Geschichte der Menschheit - leicht gekürzt,F,de,"Warner Bros. Film Productions Germany, Brainpool, Pantaleon Films, Gerda Film",German
14679,14679,Roads,Released,Roads,False,en,"Kazak Productions, ARTE, ARD Degeto, Missing Link Films, Komplizen Film, RadicalMedia, StudioCanal, WDR","Lingala, English, Arabic, French, German, Spanish"
14680,14680,Baby It's You,Released,There's the first one. There's the right one. And there's the one you never forget.,F,en,"Double Play, Paramount",English
14681,14681,House of Horrors,Released,Meet...The CREEPER!,False,en,Universal Pictures,English
14682,14682,The Black Camel,Released,The unsolved secrets of Hollywood,F,en,Fox Film Corporation,English
14683,14683,Holler,Released,Holler,F,en,"Level Forward, Hunting Lane Films, Feigco Entertainment, IFC Films",English
14684,14684,Fight for Your Life,Released,There is no greater violence than a father's revenge for the rape of his daughter.,False,en,Fightin' Family Productions,English
14685,14685,Slam Dance,Released,It's not about dancing!,False,en,"Sho Films, Island Pictures, Zenith Entertainment",English
14686,14686,Hard Hunted,Released,The world's hottest undercover agents are back!,F,en,Malibu Bay Films,English
14687,14687,The Racket,Released,The Racket boldly begins where the Senate crime committee left off!,False,en,RKO Radio Pictures,English
14688,14688,Bending All the Rules,Released,Bending All the Rules,F,en,"Minaret Films LLC, Red Lizard Films","Spanish, English"
14689,14689,Sasquatch Mountain,Released,Believe the legend.,False,en,"Curb Entertainment, Grizzly Peak Films, Sci-Fi Channel",English
14690,14690,Grizzly Falls,Released,"A Boy, a bear, an amazing adventure.",F,en,,English
14691,14691,Ironheart,Released,Only the strong will survive.,False,en,Morning Calm Entertainment Group Inc.,English
14692,14692,The Wannabe,Released,Respect isn't earned. It's stolen.,F,en,"Traction Media, Electric Entertainment",English
14693,14693,One of Our Aircraft Is Missing,Released,1942's first blast of screen dynamite,False,en,"British National Films, The Archers, J. Arthur Rank Organisation","English, Dutch, Latin, French, German"
14694,14694,Thomas & Friends: Big World! Big Adventures! The Movie,Released,Thomas & Friends: Big World! Big Adventures! The Movie,F,en,"Jam Filled Toronto, Mattel Creations",English
14695,14695,Snow on tha Bluff,Released,Snow on tha Bluff,F,en,Fuzzy Logic Pictures,English
14696,14696,The Leech Woman,Released,She drained men of their loves and lives!,False,en,Universal International Pictures,English
14697,14697,Side Out,Released,Side Out,False,en,TriStar Pictures,"English, Spanish"
14698,14698,Snuff 102,Released,Snuff 102,False,es,,Spanish
14699,14699,Angel on My Shoulder,Released,With an angel on his shoulder...and the devil in his heart!,F,en,Premier Productions,English
14700,14700,ARK,Released,Every man's final journey and fate in the hands of madness,F,en,,English
14701,14701,Switched,Released,Switched,False,en,"Mustard Seed Entertainment, ReKon Productions",English
14702,14702,Scenes of the Crime,Released,Scenes of the Crime,False,en,"Battleplan Productions, Cinerenta Medienbeteiligungs KG",English
14703,14703,The Las Vegas Story,Released,Las Vegas... where everybody plays a game! And these two play the oldest game on earth... with a new twist!,F,en,RKO Radio Pictures,English
14704,14704,Queen of Outer Space,Released,Mankind's first fantastic flight to Venus - the female planet!,F,en,Allied Artists Pictures,English
14705,14705,Bhowani Junction,Released,M-G-M's Drama Aflame With Love And Revolt!,False,en,"Metro-Goldwyn-Mayer British Studios, Metro-Goldwyn-Mayer",English
14706,14706,AWOL,Released,AWOL,False,en,"Public Square Films, Race Point Films",English
14707,14707,Naked Alibi,Released,The story of a love with the law at its heels!,False,en,Universal International Pictures,English
14708,14708,Machine-Gun Kelly,Released,Without His Gun He Was Naked Yellow!,False,en,El Monte Productions,English
14709,14709,Electric Slide,Released,Give it to me.,False,en,"Media House Capital, di Bonaventura Pictures, Killer Films",English
14710,14710,Gray's Anatomy,Released,Thrill to the minimal cystoid macula edema on the basis of capillary incompetence!,False,en,BBC Film,English
14711,14711,Terrordactyl,Released,Terrordactyl,F,en,3rd Films,English
14712,14712,Diary of a Mad Housewife,Released,"I, Tina Balser, Housewife, Did Not Do My Chores Today. I Did...Something Else!",F,en,"Frank Perry Films Inc., Universal Pictures",English
14713,14713,The Dallas Connection,Released,"Spies, Thighs, Bikinis & Bullets",F,en,"Atlas International Film, H.R.S. Funai Co. Ltd., Sidaris Entertainment, World Media Sales, Malibu Bay Films, Skyhawks Films",English
14714,14714,Stewardess School,Released,This is one flight you'll never forget.,F,en,Columbia Pictures,English
14715,14715,Honeydripper,Released,This Better Be Some Saturday Night!,F,en,Anarchist's Convention Films,English
14716,14716,Billy Two Hats,Released,Against the Law...Against the Odds...Against the Land Itself,False,en,Algonquin,English
14717,14717,Unda,Released,Unda,False,ml,"Moviee Mill, Gemini Film Circuit","English, Hindi, Malayalam"
14718,14718,Mohra,Released,Mohra,False,hi,,Hindi
14719,14719,When Will I Be Loved,Released,Revenge is a dish best served hot.,False,en,Rotholz Pictures,"English, French, Italian"
14720,14720,The Devil at 4 O'Clock,Released,They jumped into hell to save part of heaven.,False,en,Columbia Pictures,"English, French"
14721,14721,Private Hell 36,Released,These are night faces... Living on the edge of evil and violence!,False,en,The Filmakers,English
14722,14722,Wonder Man,Released,"It's Gala-Gala with Girls, Gaiety and that Goldwyn Glamour!",False,en,Samuel Goldwyn Productions,English
14723,14723,The World in His Arms,Released,"A salty sea captain, a beautiful Russian countess, and the love that would span an ocean.",False,en,Universal International Pictures,"English, Portuguese, Russian"
14724,14724,Night Monster,Released,What kind of a thing is it?!,False,en,Universal Pictures,English
14725,14725,Smithereens,Released,She was a legend in her own mind.,False,en,Domestic Productions,English
14726,14726,The Trip to Greece,Released,The Trip to Greece,F,en,"Sky One Productions, Revolution Films","Turkish, English, Greek"
14727,14727,None But the Brave,Released,The brave are never different - only different looking!,False,en,"Warner Bros. Pictures, Tokyo Eiga Co., Ltd., TOHO, Artanis Productions","German, French, English, Japanese"
14728,14728,Don Juan,Released,Don Juan,F,fr,"Les Films Pelléas, Frakas Productions, RTBF, Shelter Prod, Proximus, VOO, BeTV",French
14729,14729,The Architect,Released,The Architect,F,en,"HDNet Films, Sly Dog Films",English
14730,14730,Ardennes Fury,Released,To get home they must conquer hell,F,en,The Asylum,English
14731,14731,Kochadaiiyaan,Released,The Legend,F,ta,"Eros International, Media One Global Entertainment",Tamil
14732,14732,Naan Mahaan Alla,Released,Naan Mahaan Alla,False,ta,Studio Green,Tamil
14733,14733,Intruder in the Dust,Released,It's Sensational!,False,en,Metro-Goldwyn-Mayer,English
14734,14734,Satyagraha,Released,The Revolution Has Begun!,F,hi,"Prakash Jha Productions, UTV Motion Pictures",Hindi
14735,14735,Gone Missing,Released,A dream vacation turned into a mother's worst nightmare.,F,en,"Vanished Prods, Protocol Entertainment, MarVista Entertainment",English
14736,14736,Rangoon,Released,Love. War. Deceit,F,hi,"Nadiadwala Grandson Entertainment, Viacom18 Studios","English, Hindi"
14737,14737,Minnesota Clay,Released,A sightless gunman... on a manhunt!,F,it,"Franco London Films, Ultra Film, Jaguar Films",Italian
14738,14738,Dear Zoe,Released,Dear Zoe,F,en,Zin Haze Productions,English
14739,14739,Times Square,Released,"In the heart of Times Square, a poor girl becomes famous, a rich girl becomes courageous, and both become friends.",False,en,"Robert Stigwood Organization, Butterfly Valley N.Y., EMI Films",English
14740,14740,Cabeza de Vaca,Released,Cabeza de Vaca,F,es,"American Playhouse, Cooperativa José Revueltas, Fondo de Fomento a la Calidad Cinematográfica, Gobierno del Estado de Coahuila, Gobierno del Estado de Nayarit, Grupo Alica, Iguana Producciones, Sociedad Estatal Quinto Centenario, Sociedad Estatal para la Ejecucion de Programas del V Centenario, Universidad de Guadalajara, TVE, Instituto Mexicano de Cinematografía, Film4 Productions","Latin, Spanish"
14741,14741,Dark,Released,On August 14th 2003 New York City went...,F,en,Clayface Pictures,English
14742,14742,Space Is the Place,Released,Space Is the Place,F,en,North American Star System,English
14743,14743,The Klansman,Released,Welcome to scenic Atoka County,False,en,"Atlanta Productions, Paramount",English
14744,14744,Deewane Huye Paagal,Released,Deewane Huye Paagal,F,hi,Base Industries Group,Hindi
14745,14745,Vicious Lips,Released,They're Lost and Loose in Outer Space.,False,en,"Empire Pictures, ITM Productions",English
14746,14746,The Soldier,Released,You don't assign him. You unleash him.,F,en,Embassy Pictures,"English, French, Russian"
14747,14747,Dear Comrade,Released,Fight for What You Love!,False,te,Mythri Movie Makers,"Malayalam, Tamil, Telugu"
14748,14748,Special Effects,Released,Andrea is just dying to get in the movies… She’s about to get her wish.,F,en,"Larry Cohen Productions, Hemdale Film, New Line Cinema",English
14749,14749,Vic the Viking and the Magic Sword,Released,"Big adventure, little hero!",False,en,"SND, Studio 100 Media, Studio 100 Animation, Belvision, ZDF, BNP Paribas Fortis, Canal+, Ciné+",English
14750,14750,Gimme the Loot,Released,Gimme the Loot,False,en,Seven For Ten,English
14751,14751,A Crime,Released,A Crime,F,en,"ARP Sélection, Alice Productions",English
14752,14752,Death Warmed Up,Released,...You'll Never Want To Change Your Mind Again..!,False,en,"Tucker Production Company, New Zealand Film Commission",English
14753,14753,Jazbaa,Released,Jazbaa,F,hi,White Feather Films,Hindi
14754,14754,Deadly Switch,Released,Deadly Switch,F,en,"Headlong Entertainment, Benattar/Thomas Productions",English
14755,14755,Butt Boy,Released,Butt Boy,False,en,Tiny Cinema,English
14756,14756,Ski Patrol,Released,Ski Patrol,F,en,"Epic Productions, Sarlui / Diamant Production","English, French"
14757,14757,And God Created Woman,Released,"On the Seventh Day, He got Creative.",False,en,"Vestron Pictures, Crow Productions",English
14758,14758,Safe in Hell,Released,Love had mocked her...Life had marked her...Too honorless to be loved...But too beautiful to be safe in a land of forgotten men!,False,en,First National Pictures,"English, Spanish"
14759,14759,North 24 Kaatham,Released,Some times a simple journey can change your life forever,F,ml,E4 Entertainments,"Gujarati, Malayalam, Tamil"
14760,14760,Mayerling,Released,No one woman could satisfy him...until he fell in love.,F,en,"Winchester Productions, Les Films Corona, Alexandra Film","German, English, French"
14761,14761,The Last Manhunt,Released,"In 1909, they entered the desert. Now, the truth will finally emerge.",False,en,On the Roam,English
14762,14762,That Girl in Yellow Boots,Released,That Girl in Yellow Boots,F,hi,"Anurag Kashyap Films, Sikhya Entertainment, National Film Development Corporation of India",Hindi
14763,14763,The Adventures of Huckleberry Finn,Released,"The most exciting adventures a boy ever had! Hilarious escapades, hair-raising adventures on the fabulous Mississippi!",False,en,"Formosa Productions, Metro-Goldwyn-Mayer, Loew's Incorporated",English
14764,14764,The Year of Spectacular Men,Released,Quarter-life crisis. Full-on issues.,False,en,"Parkside Pictures, Tadross Media Group, Almost Never Films",English
14765,14765,Tom Sawyer & Huckleberry Finn,Released,Everything is about to change.,F,en,"Studio Hamburg, cine-partners",English
14766,14766,777 Charlie,Released,A Tale of Dharmaraj in Kaliyug,F,kn,"Paramvah Studios, KVN Productions, Suresh Productions, Stone Bench Creations",Kannada
14767,14767,Mercy Christmas,Released,Dinner is served.,False,en,"Other Paw Films, No Mercy Pictures",English
14768,14768,Take a Hard Ride,Released,It Rides With The Great Westerns,False,en,"Bernsen-Ludwig-Bercovici Production, Cine Y Television, Euro International Film",English
14769,14769,Swashbuckler,Released,Swashbuckler,F,en,Universal Pictures,English
14770,14770,Showing Up,Released,Croc imitates life,F,en,"A24, filmscience",English
14771,14771,Night People,Released,The story of a counter-spy!,F,en,20th Century Fox,"German, English"
14772,14772,American Muscle,Released,"You owe, You pay",F,en,"Snowfort Pictures, Paradise City",English
14773,14773,Quicksand,Released,A guy who yields to temptation just once...... ....and finds it's once too often!,False,en,Samuel H. Stiefel Productions,English
14774,14774,The Proud Ones,Released,A MAN OF FIERCE PRIDE...and six-guns to match!,False,en,20th Century Fox,"English, Spanish"
14775,14775,You Can't Win 'Em All,Released,Two soldiers of fortune matching wits and guns against the armies of two nations!,F,en,"SRO Pictures, Columbia Pictures",English
14776,14776,A Man Called Sledge,Released,When SLEDGE hits town it stays hit!,F,en,Dino de Laurentiis Cinematografica,English
14777,14777,Cause for Alarm!,Released,This Girl Is In Danger!,False,en,Metro-Goldwyn-Mayer,English
14778,14778,Excessive Force,Released,You have the right to remain silent... permanently.,F,en,"New Line Cinema, Ian Page Productions, 3 Arts Entertainment",English
14779,14779,We Broke Up,Released,We Broke Up,False,en,"Tilted Windmill Productions, Particular Crowd",English
14780,14780,The Taint,Released,The Taint,False,en,Bolson Media Alliance,English
14781,14781,Snake Outta Compton,Released,The Story of the World's Most Dangerous Spoof,False,en,Dual Visions,English
14782,14782,Bergen,Released,The Woman of Sorrows,F,tr,CJ Entertainment Turkey,Turkish
14783,14783,Bayou Caviar,Released,A man's desires never tasted so sweet…,F,en,"Fireshoe Productions, Brittany House Pictures, Wudi Pictures, Quixotic Road, Thunderbang",English
14784,14784,Beauty,Released,When desire becomes obsession,F,en,"Équation, Swift Productions","Afrikaans, English"
14785,14785,Janatha Garage,Released,All repairs are done here...,F,te,Mythri Movie Makers,Telugu
14786,14786,Wounded,Released,Wounded,False,es,"Kowalski Films, Elamedia Estudios, Pantalla Partida",Spanish
14787,14787,Awe!,Released,Awe!,False,te,Wall Poster Cinema,Telugu
14788,14788,Praise This,Released,Sometimes the music can lift you higher than you’ve ever been.,F,en,"Universal Pictures, Will Packer Productions, The Story Company",English
14789,14789,The Last of the Finest,Released,It's time for heroes again.,False,en,"Davis Entertainment, Orion Pictures",English
14790,14790,Wonder Women,Released,The Most DEADLY WOMEN who ever stalked The EARTH.,False,en,"American National Enterprises, General Film Corporation","English, Tagalog"
14791,14791,"The Phantom from 10,000 Leagues",Released,Terror is about to surface!,F,en,Milner Brothers Productions,English
14792,14792,Diary of a Hitman,Released,Nothing personal. Just business,F,en,"Continental Film Group Ltd., Vision International",English
14793,14793,Soldier Boyz,Released,Soldier Boyz,False,en,"Motion Picture Corporation of America, HBO",English
14794,14794,Sweepers,Released,One step between life and death.,F,en,Nu Image,English
14795,14795,Bad Reputation,Released,"HELLO WORLD, I'M YOUR WILD GIRL",False,en,"BMG, Inaudible Films, Submarine Entertainment, Magnolia Pictures",English
14796,14796,Pressure Point,Released,The boiling point of two men who mutinied against the world and each other!,False,en,Stanley Kramer Productions,English
14797,14797,The Proud Rebel,Released,A story that reaches far and wide as the human heart!,False,en,"Formosa Productions, Samuel Goldwyn Productions",English
14798,14798,Killer Under The Bed,Released,Killer Under The Bed,False,en,"Johnson Production Group, Harbor Light Entertainment",English
14799,14799,The Strange Woman,Released,The Strange Woman,False,en,"Hunt Stromberg Productions, Mars Films",English
14800,14800,Anegan,Released,Game Begins.,F,ta,AGS Entertainment,Tamil
14801,14801,Lady Killer,Released,Lady Killer,False,fr,"UFA, L'Alliance Cinématographique Européenne (ACE)",French
14802,14802,Shepherd,Released,Red sky in mourning.,False,en,"Golden Crab Films, Darkland Distribution",English
14803,14803,Good Mourning,Released,"When life hits a new low, reach for a new high.",False,en,"Cedar Park Studios, Raven Capital Management, Open Road Films",English
14804,14804,Fate Is the Hunter,Released,He played with death to prove a theory,False,en,Arcola Pictures,English
14805,14805,Six Pack,Released,"Kenny Rogers is Brewster Baker. His racing career was going in reverse, until six car-crazy kids joined his pit crew and put him back on the track.",False,en,"Lion Share, 20th Century Fox","English, Spanish"
14806,14806,The Romantic Englishwoman,Released,The conflict of a love triangle,False,en,"Dial Films, Angel Productions, Les Productions Meric-Matalon","English, German"
14807,14807,Basmati Blues,Released,Journey to a place with a rhythm all its own,False,en,,English
14808,14808,The Merry Gentleman,Released,A man with a secret. A woman with a past.,False,en,"Jackson Income Fund, Merry Gentleman, South Water Pictures",English
14809,14809,Pulp,Released,Write it. Live it. But try not to be it.,F,en,Three Michaels Film Productions,"English, German, Italian"
14810,14810,Beginning of the End,Released,New thrills! New shocks! New terror!,F,en,AB-PT Pictures Corp.,English
14811,14811,Dino Dana: The Movie,Released,Where are all the kid dinosaurs?,False,en,"Sinking Ship Entertainment, Téléfilm Canada, Amazon Studios, TVOkids, Shaw Rocket Fund, Ontario Creates",English
14812,14812,Really Love,Released,Really Love,F,en,MACRO,English
14813,14813,Uptown Saturday Night,Released,They get funny when you mess with their money.,F,en,"Verdon Productions Limited, First Artists","English, Spanish"
14814,14814,Carnosaur 3: Primal Species,Released,Terror will never be extinct.,F,en,,English
14815,14815,Giorgino,Released,Giorgino,F,fr,"Heathcliff, PolyGram Filmed Entertainment",French
14816,14816,"Faith, Hope & Love",Released,God was listening,False,en,,"English, Spanish"
14817,14817,Girltrash: All Night Long,Released,"By 2 a.m., I hope I'm naked with her!",F,en,Power Up Films,English
14818,14818,Collection,Released,Collection,F,en,"Vertical Entertainment, Hemlock Circle Productions, The Warner Davis Company, Dark Dreams Entertainment",English
14819,14819,The Saratov Approach,Released,"Kidnapped, Ransomed, Delivered",F,en,"Saratov Films, Three Coin Productions",Ukrainian
14820,14820,The Roost,Released,Caution: If They Bite You...Kill Yourself!,F,en,"Glass Eye Pix, Susie Q Productions, ECR Productions",English
14821,14821,Wild Gals of the Naked West,Released,"A SINtillating, titillating, rollicking, raucous, romp through the wild & swinging West",F,en,"Pad-Ram Enterprises, Films Pacifica Inc.",English
14822,14822,A Flying Jatt,Released,A Flying Jatt,F,hi,Balaji Motion Pictures,Hindi
14823,14823,From Hell to Texas,Released,"in the tradition of ""StageCoach"" ""High Noon"" and ""Shane""",False,en,20th Century Fox,English
14824,14824,The Man from the Alamo,Released,Out Of Texas' Bravest Hour... Came The Man They Called The Coward,F,en,Universal International Pictures,English
14825,14825,Sket,Released,Man's World. Sister's Hood.,F,en,Gateway Films,English
14826,14826,Marlene,Released,Marlene,F,de,,German
14827,14827,Sodom and Gomorrah,Released,The cities that mocked the very name of God... The vengeance that tore the Earth asunder!,False,en,"Société Générale de Cinématographie (S.G.C.), Titanus, Pathé Consortium Cinéma, 20th Century Fox",English
14828,14828,Ruby in Paradise,Released,A woman's search for herself.,False,en,"Ruby in Paradise, Full Crew/Say Yea",English
14829,14829,Konga,Released,"Not since ""King Kong""...has the screen exploded with such mighty fury and spectacle!",F,en,"Merton Park Studios, American International Pictures, Anglo-Amalgamated",English
14830,14830,Batman and Robin,Released,"Based On The Well-Known Batman Comic Magazine Feature appearing in ""Detective Comics"" and ""Batman"" Magazines",False,en,Sam Katzman Productions,English
14831,14831,My Suicide,Released,A self-inflicted comedy,F,en,"Regenerate Films, Archie Films, Red Rover Films, Luminaria Films, Interscope Films",English
14832,14832,The Majorettes,Released,"Sis, Boom, Blood. You're Dead!",F,en,,English
14833,14833,Hickey & Boggs,Released,They're Not Cool Slick Heroes.,F,en,Film Guarantors,English
14834,14834,Fire Over England,Released,. . . A truly brilliant producer brings you a thrilling tale of love and danger that will live in your memory as long as there is romance in your heart !,F,en,London Films Productions,English
14835,14835,"Beware, My Lovely",Released,Trapped by a man beyond control!,False,en,RKO Radio Pictures,English
14836,14836,Rubber's Lover,Released,Rubber's Lover,False,ja,"Honekoubou, Koga Kogyo",Japanese
14837,14837,DreadOut,Released,DreadOut,False,id,CJ Entertainment,Indonesian
14838,14838,Homo Erectus,Released,It's Pre-Hysterical!,False,en,Burnt Orange Productions,"English, Spanish"
14839,14839,The Wilby Conspiracy,Released,"In the fight for freedom, you have to break all the rules.",False,en,"Baum/Dantine Productions, Optimus Productions",English
14840,14840,Foxtrot Six,Released,Foxtrot Six,False,en,"West Side Synergi, Rapid Eye Pictures, MD Pictures",English
14841,14841,More Beautiful for Having Been Broken,Released,More Beautiful for Having Been Broken,False,en,,English
14842,14842,Halls of Montezuma,Released,The everlasting story of the everlasting glory of the UNITED STATES MARINES!,False,en,20th Century Fox,"English, Japanese"
14843,14843,Radioactive Dreams,Released,"Meet Phillip and Marlowe, the post-nuclear private eyes. They're looking for good times and fast women. Their first case could be the world's last.",F,en,"Manson International, DEG, ITM Productions",English
14844,14844,Megiddo: The Omega Code 2,Released,"In The Beginning, The End Had A Name.",False,en,"Infinity Omnimedia, TBN Films, Gener8Xion Entertainment","English, Italian"
14845,14845,What Goes Up,Released,A Different Class of Misfits,F,en,"Tree Kings Productions, Station3, Insight Film Studios, Nasser Entertainment Group",English
14846,14846,Mammal,Released,Mammal,F,en,"Rinkel Film, Fastnet Films, Calach Films, Les Films Fauves",English
14847,14847,The Blue Butterfly,Released,The Blue Butterfly,F,en,"Global Arts Productions, Palpable Productions, Galafilm",English
14848,14848,Gumshoe,Released,"the sleuth, the whole sleuth and nothing but the sleuth",F,en,"Memorial Enterprises, Columbia Pictures",English
14849,14849,Cyborg Cop II,Released,Get ready for war.,False,en,"Nu Image, Millenium Films",English
14850,14850,Undrafted,Released,A story about life's strikeouts and home runs.,F,en,"Parlay Films, Dead Fish Films",English
14851,14851,Hitler: The Last Ten Days,Released,Hitler: The Last Ten Days,F,en,"West Film, Wolfgang Reinhardt Productions, World Film Services",English
14852,14852,Cowboys & Angels,Released,How far will you go?,False,en,"Wide Eye Films, Peter Stockhaus Filmproduktion, FilmFörderung Hamburg, Octagon Films, FFA, Grosvenor Park Productions, Die Beauftragte der Bundesregierung für Kultur und Medien, Fís Éireann/Screen Ireland",English
14853,14853,The Pirates of Penzance,Released,The Pirates of Penzance,F,en,Universal Pictures,English
14855,14855,Spadikam,Released,Spadikam,F,ml,Shogun Films,Malayalam
14856,14856,American Beach House,Released,It's the most fun you can have!,F,en,"New Films International, Tiberius Film Productions",English
14857,14857,Blindman,Released,"Blindman, Blindman, what did he do? Stole 50 women that belong to you.",False,it,"ABKCO Music and Records, Primex, 20th Century Fox",Italian
14858,14858,The Thirty Nine Steps,Released,Every second counts in the adventure of a lifetime!,False,en,"Norfolk International Pictures, The Rank Organisation",English
14859,14859,Decoder,Released,Information is like a bank. Our job is to rob the bank.,F,de,Fett Film,"German, English"
14860,14860,I Believe in Unicorns,Released,I Believe in Unicorns,F,en,,English
14861,14861,Flower Drum Song,Released,Most joyous hit lights up the screen!,False,en,"Universal Pictures, Fields Productions","English, Cantonese"
14862,14862,Rushed,Released,Revenge can become an obsession.,F,en,Vertical Entertainment,English
14863,14863,Curious George 3: Back to the Jungle,Released,Curious George 3: Back to the Jungle,F,en,"Universal Pictures, Universal 1440 Entertainment","Portuguese, German, English, Italian"
14864,14864,Muscle Beach Party,Released,"When 10,000 Biceps go around 5,000 Bikinis... you KNOW what's gonna happen!",False,en,"Alta Vista Productions, American International Pictures",English
14865,14865,The Last Patrol,Released,After the final earthquake... welcome to the island of California.,False,en,Silverline Pictures,English
14866,14866,All the Little Animals,Released,"On this earth, in this land, we are all here for a reason.",False,en,,English
14867,14867,The First Man,Released,The First Man,False,fr,"Laïth Média, Soudaine Compagnie, Maison de Cinema, France 3 Cinéma, Cattleya, RAI Cinema",French
14868,14868,The Outrage,Released,Was It an Act of Violence or an Act of Love?,False,en,"Martin Ritt Productions, Metro-Goldwyn-Mayer",English
14869,14869,The Beach Girls,Released,Celebrate summer and fun with a slew of bikini-clad beach bunnies!,False,en,"Crown International Pictures, Marimark Productions",English
14870,14870,Yamla Pagla Deewana,Released,Yamla Pagla Deewana,F,hi,NH Studioz,Hindi
14871,14871,Moontide,Released,A Great New Star to thrill you ! Strange romance to intrigue you !,F,en,20th Century Fox,English
14872,14872,Time Walker,Released,For eons they traveled the galaxies. For centuries one was trapped in a Pharaoh's tomb. Now he is free.,False,en,"Wescom Productions, Byzantine Productions, New World Pictures",English
14873,14873,Falling for Figaro,Released,"To find your voice, sing from the heart.",F,en,"5 Name Films, Black Camel Pictures, Such Much Films, Southern Light Films, Particular Crowd","German, English"
14874,14874,Sonchiriya,Released,Sonchiriya,False,hi,"RSVP Movies, MacGuffin Pictures",Hindi
14875,14875,Planet of Dinosaurs,Released,Trapped On A Lost World of Prehistoric Monsters,F,en,Deathbeast Productions,English
14876,14876,Pressed,Released,There Is No Such Thing As Easy Money,F,en,QubeFilm,"German, French, English"
14877,14877,Cherish,Released,She'd get out more if it wasn't a felony.,False,en,"Outpost Studios, 3 Ring Circus Films, Concrete Pictures",English
14878,14878,Charlie & Boots,Released,They're on the road to somewhere,F,en,"Instinct Entertainment, Screen Australia, Film Victoria, Showtime Australia, Eden Rock Media",English
14879,14879,1/1,Released,1/1,F,en,"Narrator Entertainment, Fireglory Pictures",English
14880,14880,200 Meters,Released,200 Meters,F,ar,"Odeh Films, MeMo Films, Adler Entertainment, Film i Skåne, Way Creative Films","Arabic, Hebrew, English"
14881,14881,The Sisterhood,Released,The Sisterhood,F,en,"Incendo Productions, Lifetime",English
14882,14882,Mickey and the Bear,Released,Mickey and the Bear,F,en,"Thick Media, Shorelight Pictures",English
